POI,subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
中山北路六段１９５巷１５號六樓之１,0,2,6,1,1,15,1,6,22,1,3,52,0,3,29,2,3,11,3,6,19,4,23,56,3,14,45,10,27,60,6,28,60,2,51,60
文林北路８０巷６０弄１３號,2,2,6,0,5,16,1,5,24,0,2,51,0,1,28,1,4,14,4,5,24,3,13,59,5,14,46,8,24,60,6,21,60,2,6,60
德行西路１１１巷２弄１５號二樓,1,2,6,1,2,16,1,5,23,1,2,51,0,3,28,2,3,15,4,5,22,4,12,60,10,14,46,11,29,60,6,23,60,2,26,60
士東路４６巷１４號三樓,0,1,5,0,1,13,1,9,22,1,4,43,3,4,26,0,4,11,2,6,16,9,25,52,0,6,41,8,29,60,5,22,60,2,57,60
士東路２００巷５８弄１７號二樓,0,0,4,0,1,14,3,9,22,1,4,45,3,5,28,1,1,10,3,5,16,10,19,48,0,0,32,6,18,60,9,17,60,1,34,60
忠誠路二段４１巷１４號二樓,0,0,4,0,1,14,0,10,22,1,4,54,2,6,29,0,2,11,2,7,19,10,20,50,0,2,34,6,26,60,10,19,60,3,34,60
石牌路一段７１巷９弄４號,1,3,6,4,7,11,3,6,19,1,10,33,2,7,24,0,3,11,0,2,15,5,16,57,2,13,46,7,15,60,7,19,60,6,13,60
泉源路４８號六樓,0,1,5,0,1,5,2,4,13,1,1,25,0,2,10,0,2,7,0,0,2,1,6,26,1,1,22,10,27,60,4,13,29,8,15,43
天母西路１０１巷３號五樓,0,1,5,0,3,10,1,7,21,4,16,49,3,8,24,0,4,10,0,2,13,2,17,52,1,5,32,7,24,60,1,16,60,48,60,60
致遠一路二段８６巷６號三樓之１,1,2,7,4,7,11,3,6,21,0,13,34,2,9,25,1,4,12,0,2,14,5,17,59,2,9,45,6,17,60,4,22,60,6,20,60
忠誠路二段２１巷６９弄８號四樓,0,0,4,0,1,14,2,9,22,1,4,45,3,5,28,1,1,10,3,5,15,9,17,48,0,0,32,5,20,60,9,17,60,1,34,60
永興路一段５３巷１號二樓,1,2,5,1,4,4,4,7,13,0,4,23,3,5,10,2,5,7,0,0,2,5,11,22,0,6,22,9,33,60,8,16,30,6,22,23
行義路１５號三樓之１,0,0,5,0,1,11,0,2,21,1,6,47,0,5,24,0,1,10,0,0,11,2,10,55,0,1,29,9,23,60,1,8,60,0,38,60
延平北路六段３８４號七樓之２,0,0,6,0,1,18,1,2,20,0,0,11,0,1,34,0,2,18,0,1,30,1,6,57,0,1,48,3,12,60,2,5,51,0,3,60
大度路三段２２１號五樓,1,1,4,2,2,4,3,3,7,2,4,36,1,2,12,1,1,1,0,0,3,2,7,15,1,1,7,4,14,43,6,7,22,1,6,18
福壽街５６號三樓,1,1,2,0,3,4,2,4,8,0,2,3,3,8,13,0,5,6,1,7,12,11,29,39,0,3,7,5,22,33,5,13,19,6,28,40
自強街６１巷３３號五樓,0,2,6,4,6,10,2,6,22,0,4,34,1,3,25,0,4,12,0,2,15,4,16,60,0,8,45,5,16,60,5,21,60,6,10,60
社中街１５２巷３０號三樓之１,0,0,6,0,3,18,0,3,18,0,0,17,1,5,19,1,3,16,2,3,29,3,9,51,1,2,45,9,21,60,2,7,60,3,8,53
臺北市士林區小西街２７之１號２樓,0,2,5,3,5,18,1,2,18,2,10,51,0,6,22,3,6,17,7,8,26,3,8,45,5,14,45,5,34,60,7,21,60,4,31,60
三合街二段４５２號十樓,1,3,7,0,2,11,1,3,17,1,3,31,1,1,17,2,3,11,0,2,3,3,9,40,5,15,31,12,33,60,3,11,49,1,7,60
中央北路四段１８８號五樓,1,1,5,0,0,5,0,0,10,7,18,29,1,3,13,0,0,4,0,0,2,0,3,22,2,2,16,0,5,53,1,3,28,0,4,26
文林北路２６２號三樓,0,2,6,4,4,15,1,7,23,0,2,35,1,2,27,0,5,15,0,3,21,4,12,58,0,7,45,4,18,60,5,18,60,2,10,60
溫泉路１３２之３號四樓,0,0,0,0,0,5,0,1,6,0,4,9,0,2,4,0,0,0,0,0,1,0,0,8,0,0,23,0,1,21,0,0,7,0,1,4
新生南路三段２號八樓之３,0,3,7,1,1,5,5,12,20,7,42,60,4,21,34,0,4,5,0,13,20,4,14,29,7,23,40,15,58,60,13,60,60,4,22,41
晉江街１２５巷１號,1,2,5,0,2,6,4,9,17,11,24,39,3,17,25,2,4,6,3,6,15,4,15,31,4,16,25,18,51,60,16,60,60,8,29,42
萬壽路７５之７號三樓,0,0,0,0,0,3,1,1,7,0,0,6,0,0,5,1,2,3,0,1,3,0,1,13,0,0,0,0,4,31,0,5,19,0,0,1
指南路三段１０３號十樓,0,0,3,0,1,5,1,3,12,0,13,19,1,11,20,0,0,1,0,0,0,0,2,17,0,3,24,10,20,60,0,3,37,0,1,8
木柵路一段１９１巷４６號四樓,0,0,11,1,1,21,1,7,36,7,12,55,1,10,39,1,1,10,0,0,8,1,5,60,3,6,53,4,27,60,3,12,60,0,4,60
秀明路一段７９巷７弄４０號,0,1,7,1,2,14,2,6,25,1,6,47,1,6,30,0,1,5,0,0,4,2,10,38,3,5,46,3,31,60,5,24,60,2,6,40
南昌路二段７０號七樓之７,1,2,4,1,11,12,3,7,16,4,23,26,4,22,35,0,5,5,1,8,12,7,15,27,4,23,31,10,47,60,23,53,60,17,27,38
汀州路四段２４５號二樓,1,1,2,1,2,8,3,5,8,0,11,27,2,4,6,0,2,4,1,2,2,5,10,22,3,5,20,8,33,54,2,22,38,1,2,12
汀州路四段２４５號十一樓,1,1,2,1,2,8,3,5,8,0,11,27,2,4,6,0,2,4,1,2,2,5,10,22,3,5,20,8,33,54,2,22,38,1,2,12
汀州路四段２７７號三樓,1,1,2,1,3,6,3,4,9,8,14,60,3,5,7,0,2,4,1,2,5,4,7,17,2,8,17,12,33,56,4,15,30,1,2,6
艋舺大道２７５巷２０號十樓,1,1,1,4,9,10,3,8,14,0,3,11,2,6,13,3,10,15,3,6,7,5,23,32,9,15,21,18,38,60,3,20,31,9,24,43
杭州南路一段１８巷１１號九樓,0,5,7,1,13,24,1,5,9,11,24,50,7,26,45,0,1,31,0,15,35,3,16,23,2,30,59,6,36,60,10,41,60,3,46,60
長泰街１９巷２弄２號二樓,0,0,0,2,4,8,6,9,11,0,1,2,2,5,10,0,4,6,0,1,3,5,19,24,2,5,12,8,28,53,7,25,32,3,9,13
成都路６７號八樓之７,1,3,7,7,10,23,1,5,7,6,24,30,5,15,23,21,27,31,19,26,46,7,13,22,15,32,52,8,29,60,4,23,33,22,43,60
西藏路１９９巷６１號四樓,0,1,1,1,6,13,7,10,14,1,2,3,3,6,12,0,6,10,0,3,6,5,22,31,0,15,18,5,39,60,6,27,35,5,10,28
西藏路１９９巷６３號二樓,0,1,1,1,6,12,7,10,14,1,2,3,3,6,12,0,6,10,0,3,6,5,22,31,0,15,18,5,38,60,6,27,35,5,10,27
西藏路１９９巷６１號七樓,0,1,1,1,6,13,7,10,14,1,2,3,3,6,12,0,6,10,0,3,6,5,22,31,0,15,18,5,39,60,6,27,35,5,10,28
吉林路６３號十四樓,1,2,7,0,6,17,3,5,9,1,7,42,2,8,23,17,60,60,3,31,40,4,17,30,10,30,46,13,41,60,7,39,60,9,49,60
南京東路一段１３２巷１８號四樓之３,0,4,8,3,16,22,2,4,9,1,9,39,1,18,28,51,60,60,3,34,59,3,12,29,5,38,55,6,41,60,9,52,60,9,45,60
龍江路４１２巷２９號三樓,0,1,2,1,2,3,1,2,4,0,0,23,0,4,8,0,1,4,3,6,9,10,17,25,3,15,28,3,20,42,2,12,27,1,8,20
內湖路一段９１巷３５弄１３號二樓,0,2,6,0,1,9,1,3,16,2,2,43,2,3,16,0,1,4,0,8,21,3,9,38,1,11,48,11,25,60,3,6,54,0,2,28
民權東路六段２０６巷８８號五樓之１,0,0,12,0,1,22,0,1,26,0,13,34,0,4,20,0,0,13,0,1,37,1,2,60,1,2,60,7,26,60,0,4,60,0,21,60
內湖路二段１０３巷１８號十六樓,0,2,7,0,2,10,1,4,18,1,14,34,1,2,11,0,2,7,0,3,30,4,15,48,0,14,42,7,27,60,6,20,54,2,16,60
林森北路４７２號八樓之５,1,4,8,2,2,19,3,7,13,4,21,26,3,12,21,35,56,60,6,16,32,8,21,30,2,19,46,13,41,60,11,43,60,29,50,60
松江路１３３巷１２號七樓,1,2,5,1,4,7,2,5,9,3,27,42,2,8,16,11,60,60,2,10,39,2,16,30,16,29,51,15,50,60,11,46,60,10,35,60
林森北路４８１號十一樓之５,1,4,8,2,2,19,3,7,12,4,20,26,3,12,21,34,56,60,6,15,32,9,20,30,2,20,45,11,42,60,11,40,60,29,49,60
文德路１７１巷３弄１４號二樓,1,2,6,0,2,14,1,2,23,8,12,34,1,2,13,1,4,7,0,2,30,3,14,52,4,12,42,9,21,60,5,24,60,2,18,60
臺北市中山區北安路６１８號二樓之７,1,2,9,0,1,15,2,2,24,8,11,60,3,3,26,0,1,15,1,7,39,8,11,60,3,10,60,8,27,60,10,10,60,1,5,54
武成街３５巷７之１號,0,0,0,0,2,3,0,4,7,0,0,1,0,1,4,0,3,3,0,0,1,3,7,14,0,2,4,6,24,46,1,9,17,0,6,8
長泰街７３巷１５號三樓,0,0,0,2,4,7,4,8,10,0,1,2,2,4,10,0,4,6,0,1,1,6,16,23,2,3,9,5,32,47,7,22,31,3,9,13
青年路１６８巷２弄６號三樓之１,0,0,0,2,3,8,3,6,13,0,1,2,2,6,9,0,1,5,0,0,1,4,14,24,2,3,7,10,32,46,3,21,35,1,8,14
內湖路一段４１１巷６６號七樓,1,2,6,0,3,13,3,5,20,1,10,48,0,3,18,0,0,7,1,3,33,4,14,55,1,9,51,10,32,60,6,15,60,5,9,58
安泰街９３號六樓之１,0,0,7,0,1,15,0,3,18,0,1,14,0,2,13,0,0,8,1,2,19,0,12,51,2,4,48,8,21,60,0,6,56,0,16,60
星雲街１６３號十三樓,1,2,7,2,4,18,1,4,19,1,6,32,0,0,10,2,4,6,0,1,16,2,9,52,3,11,43,8,26,60,6,16,59,3,14,60
文德路１０６號五樓之９,1,2,7,0,2,15,1,1,22,0,14,34,0,2,14,1,2,7,0,4,30,4,13,55,4,14,45,9,21,60,6,23,60,4,16,60
辛亥路一段４１號七樓之１,1,3,3,0,3,4,3,10,15,4,36,60,4,14,22,3,3,7,1,6,11,5,12,25,5,16,25,13,44,60,27,51,60,9,18,24
興隆路二段２７５巷１弄２０號四樓,0,2,10,2,3,17,3,7,32,2,11,60,1,3,43,1,2,13,0,0,11,4,5,53,3,7,60,8,27,60,5,16,60,1,17,60
秀明路二段１６５號三樓之２,0,2,5,1,1,6,1,4,15,8,16,27,8,13,22,0,1,2,0,0,0,2,7,20,0,8,28,3,18,60,8,14,44,1,1,24
福興路９５巷６７號三樓之１,0,1,11,0,5,19,1,6,37,2,18,60,0,1,44,0,3,16,0,1,15,1,8,60,0,6,60,10,28,60,2,17,60,0,2,60
民生東路四段９７巷６弄２２號三樓,1,3,4,2,9,10,2,6,13,0,3,26,5,10,16,1,6,11,2,14,19,3,16,26,7,21,30,14,36,56,3,33,51,3,39,59
吳興街６００巷５３弄１２號三樓,0,0,11,0,1,18,0,2,20,0,5,45,1,2,29,0,1,37,0,0,39,2,4,59,0,0,60,5,16,60,1,6,60,0,2,60
經貿二路１５７巷３６弄１０９號八樓,1,3,7,2,5,18,0,5,21,0,0,18,0,1,28,0,1,8,0,0,19,1,9,53,7,18,50,8,27,60,1,9,56,1,5,55
吳興街２８４巷９弄１２號四樓,0,2,12,1,7,20,2,4,29,15,19,60,3,6,50,2,8,60,1,6,60,3,13,60,1,11,60,4,32,60,6,19,60,21,25,60
民權東路三段１６４號十四樓,2,2,4,1,3,9,1,3,5,0,22,27,2,7,12,2,6,10,1,11,22,3,12,31,14,17,31,7,37,57,6,19,40,3,28,49
中社路二段１８５巷２弄１號三樓,0,0,2,0,1,5,0,1,10,0,0,16,0,0,8,0,0,2,0,0,9,0,0,14,5,9,20,3,7,60,0,1,23,0,0,4
中央北路四段１４２巷１弄１號五樓,1,1,5,0,0,7,0,0,11,4,18,29,2,3,13,0,0,5,0,0,2,0,3,25,2,2,18,1,5,59,1,3,30,0,4,27
福德路３１巷１１號三樓之１３,1,2,5,3,5,18,1,2,18,2,10,49,0,6,22,3,5,14,7,8,26,2,7,44,5,14,44,5,34,60,8,23,60,4,30,60
磺港路１４０號十二樓,1,4,6,0,3,11,0,4,15,1,3,31,1,2,17,3,4,10,0,0,3,6,10,38,6,13,29,9,42,60,6,13,41,2,11,60
永興路二段３３巷１０號二樓,1,1,5,1,3,4,3,7,13,0,2,23,1,4,10,2,4,7,0,0,2,6,10,22,0,5,22,8,34,60,10,17,30,6,20,23
信義路四段２５８號十二樓之４,1,3,7,2,4,6,3,10,12,3,10,34,3,10,17,4,21,43,2,8,37,11,29,45,11,30,54,6,34,56,9,53,60,27,60,60
光復南路６４６號十樓,1,3,5,1,4,10,1,5,11,2,23,30,2,11,15,3,18,33,3,19,33,11,30,45,8,29,41,8,36,56,12,40,60,6,60,60
忠孝東路三段１８４號十二樓,1,3,7,0,6,10,0,6,13,4,17,27,2,14,22,3,20,33,4,31,41,4,20,28,9,26,55,10,39,60,11,44,60,4,60,60
杭州南路二段９巷５號三樓之１,1,3,7,0,5,20,1,6,14,3,27,39,3,32,46,0,0,3,3,13,15,8,21,29,8,23,42,9,33,60,13,43,60,4,43,60
安和路二段６０號三樓,1,4,6,2,4,6,1,8,14,3,19,43,2,9,19,3,15,30,1,7,18,10,37,46,8,33,47,11,33,57,10,56,60,6,54,60
永吉路２０１號七樓,0,4,5,1,3,5,3,7,10,2,4,9,2,8,12,1,15,23,2,12,29,7,19,32,4,22,28,13,42,60,9,39,56,3,20,41
民生東路四段７５巷６號四樓,0,3,4,2,9,11,2,4,12,0,25,28,5,9,19,1,8,13,8,17,18,6,17,30,5,23,33,17,47,60,6,33,55,13,44,60
信義路五段１５０巷４００弄９號二樓,0,1,2,0,10,10,2,2,5,2,14,21,2,4,8,0,2,13,0,1,15,3,5,8,0,3,8,8,23,42,5,10,16,0,23,24
南京東路三段３３５巷５號五樓之６,2,3,6,2,6,11,2,9,10,5,31,38,7,18,22,4,15,39,13,20,41,4,24,37,8,22,45,8,56,60,10,48,60,22,46,60
福德街３１０巷３２號四樓,0,1,8,0,1,21,2,8,21,0,1,30,3,6,25,3,8,38,0,1,55,1,11,48,0,5,48,9,38,60,5,18,60,0,18,47
信安街８１巷４號,1,4,15,1,4,21,1,5,31,13,25,60,2,7,56,3,10,60,1,7,60,3,25,60,6,18,60,10,31,60,10,37,60,2,31,60
信義路六段１５巷１８弄６號二樓,0,2,5,4,10,11,2,5,11,2,3,7,1,6,12,0,15,25,0,22,32,3,14,24,0,10,21,10,38,60,9,20,35,2,14,20
北寧路５８之５號四樓,1,3,6,2,5,10,3,7,12,1,13,18,7,14,23,1,22,42,2,23,44,5,23,39,6,22,34,12,39,60,18,51,60,11,60,60
臥龍街１９８之１號六樓,0,2,14,1,1,24,1,2,40,0,38,60,2,8,60,2,5,42,1,2,46,2,12,60,1,9,60,10,25,60,6,16,60,1,8,60
新生南路一段１５７巷３８號二樓,1,4,6,4,6,7,2,7,16,1,16,32,3,18,29,0,4,11,3,14,32,3,18,33,7,28,45,9,40,60,5,39,60,4,39,60
仁愛路四段１４７號十二樓之１,1,5,6,0,3,7,4,7,13,4,9,17,1,9,21,15,32,41,6,24,34,6,27,37,12,32,48,3,29,56,17,54,60,48,60,60
安和路一段１１７巷１６號七樓,1,4,7,2,4,6,2,9,12,3,11,22,3,10,17,6,29,47,2,16,43,9,25,40,12,34,51,6,32,60,11,51,60,33,60,60
東豐街７號十一樓之１,1,5,6,1,5,8,3,9,14,2,13,28,3,11,21,5,26,37,2,22,36,2,20,40,11,36,56,6,36,60,13,41,60,31,60,60
建國南路二段５５號十八樓,1,4,21,1,7,39,1,12,44,4,13,60,5,15,60,0,3,60,1,13,60,3,14,60,4,28,60,16,41,60,2,43,60,3,37,60
建國南路二段５７號十八樓,1,4,21,1,7,39,1,12,44,4,13,60,5,15,60,0,3,60,1,12,60,3,13,60,5,27,60,16,41,60,1,43,60,3,37,60
羅斯福路二段４９號七樓,1,3,4,0,9,12,3,9,16,4,24,27,3,22,34,0,4,6,1,11,14,7,18,28,4,22,36,9,50,60,23,52,60,17,30,41
菁山路９０號二樓,0,0,0,0,1,7,0,0,5,0,1,16,0,0,6,0,0,1,0,0,2,0,2,7,0,4,12,0,4,60,1,6,12,0,1,2
天母西路１１５號五樓之１,0,1,5,0,3,10,1,5,21,4,19,49,3,8,24,0,4,10,0,1,13,2,16,53,1,6,32,7,25,60,1,15,60,52,60,60
天母西路３８巷９號二樓,0,0,4,0,3,10,2,6,21,1,7,54,2,11,27,0,5,8,0,5,13,4,21,52,1,2,32,7,32,60,4,19,60,25,60,60
德行西路８８號七樓之６,1,2,6,1,1,16,1,5,23,2,2,51,0,3,28,2,3,16,4,5,22,4,12,60,10,14,46,11,24,60,6,24,60,1,28,60
忠誠路二段７０巷１３弄５號,0,0,5,0,1,14,3,10,22,1,5,47,2,5,29,0,2,10,2,7,16,11,24,51,0,2,34,4,23,60,10,23,60,4,52,60
德行西路８８號七樓之５,1,2,6,1,1,16,1,5,23,2,2,51,0,3,28,2,3,16,4,5,22,4,12,60,10,14,46,11,24,60,6,24,60,1,28,60
逸仙路５０巷２６號六樓,1,3,7,1,6,6,1,3,10,2,9,18,6,13,19,3,20,37,13,37,44,1,17,30,9,23,40,11,30,55,4,31,60,2,28,60
環山路二段１０９巷３弄８號三樓,1,2,7,0,3,10,3,5,21,3,8,37,0,3,13,0,0,7,1,2,31,3,12,51,3,7,48,9,27,60,8,17,60,2,10,57
吳興街２８４巷５之２號,0,2,12,1,7,20,2,4,29,15,20,60,4,7,46,2,8,60,1,15,60,5,13,60,1,12,60,5,32,60,9,24,60,21,26,60
永吉路１２０巷２０號五樓之７,0,4,5,0,4,4,3,6,11,2,6,11,2,8,14,1,17,29,1,25,37,3,19,32,5,22,33,10,38,60,10,29,54,6,20,26
民生東路五段６９巷２１弄１號三樓之３,0,1,3,3,6,9,0,10,10,1,3,7,2,8,15,1,3,9,0,5,15,5,20,31,0,14,21,12,30,57,11,34,47,2,37,49
中坡南路１２巷１號二樓,1,3,3,1,4,4,3,11,13,0,1,4,3,10,13,4,12,14,1,4,8,7,18,24,4,14,17,14,47,60,9,30,45,7,28,32
辛亥路四段７７巷９２弄１１號六樓之７,0,1,8,0,1,12,1,1,30,0,0,60,1,1,35,0,0,14,0,0,9,0,2,52,0,7,48,2,22,60,3,5,60,0,2,60
中山北路一段８３巷３６號七樓,0,5,8,7,20,24,0,3,8,2,16,46,4,17,31,45,60,60,14,45,60,3,13,25,6,37,57,13,33,60,8,50,60,10,50,60
康寧路三段１８９巷５９號四樓,1,2,8,2,3,18,5,5,20,0,2,25,1,3,16,0,0,9,1,1,20,9,15,54,4,9,55,9,30,60,6,10,60,2,18,60
康寧路三段１８９巷７３弄１０號四樓,0,2,8,0,3,18,4,5,19,1,2,25,2,3,16,0,0,9,1,1,20,8,14,54,3,9,55,9,28,60,6,9,60,1,18,60
東湖路１１３巷７０弄１３號四樓,0,2,7,1,3,19,2,5,20,0,1,15,0,3,14,0,0,9,1,2,19,10,14,54,2,9,51,7,30,60,4,10,58,2,17,60
內湖路一段６５９號十一樓之７,1,3,7,1,3,12,3,4,21,7,8,39,1,1,14,0,0,8,2,5,32,8,15,60,6,14,42,8,28,60,10,20,60,6,11,60
長安東路二段４１號五樓,1,3,6,1,9,18,1,5,7,0,19,31,0,13,25,5,60,60,9,16,35,4,16,26,8,28,47,7,46,60,13,48,60,13,29,58
長安東路一段７５號三樓,0,4,6,1,13,26,1,3,5,2,20,38,0,17,33,39,60,60,6,27,49,2,14,19,4,31,59,12,41,60,7,44,60,8,32,60
建國北路二段８７號七樓之１,1,4,5,1,2,7,2,5,9,19,28,32,3,10,13,3,20,60,2,11,28,5,25,41,10,37,49,6,46,60,11,34,57,7,37,60
內湖路三段１１５巷２弄９號四樓,0,1,6,1,3,10,1,2,15,0,9,34,0,2,11,1,4,6,0,1,12,3,10,41,4,9,35,8,27,60,4,15,51,9,13,60
昌吉街６１巷３５弄１０號五樓之４,1,3,5,3,12,15,4,9,14,3,17,22,3,9,17,3,9,30,2,9,15,4,8,21,6,19,20,7,26,53,8,36,44,7,18,43
桂林路２６號三樓,0,3,4,1,15,24,2,6,13,7,14,27,4,19,28,3,27,31,3,26,28,9,20,28,10,36,47,6,51,60,7,21,38,13,43,55
承德路二段１３７號九樓之１,1,5,8,4,20,26,4,9,14,3,11,30,4,20,26,2,60,60,4,45,58,4,22,31,1,24,48,9,37,59,7,46,60,16,47,60
南京西路６８號十四樓之２,1,5,9,7,23,32,3,4,10,3,21,35,8,20,30,8,60,60,23,54,60,5,18,26,8,38,55,8,34,60,8,42,60,7,60,60
敬業三路１６２巷３號七樓,0,1,7,0,0,14,2,4,20,0,0,59,0,2,25,1,1,7,7,11,44,2,13,60,3,13,60,11,38,60,1,8,60,2,5,60
康樂街７２巷１７弄４３號四樓,0,1,7,1,3,18,1,5,19,0,1,16,0,3,15,0,0,9,1,2,19,10,15,53,2,8,49,11,31,60,4,10,58,3,4,60
長春路２５８巷２６號九樓之１,0,4,4,1,4,7,1,8,10,5,32,45,3,10,18,5,25,42,1,18,37,4,18,33,6,34,54,18,49,60,12,46,60,5,44,60
民權東路一段７２號九樓之６,1,4,7,1,2,15,3,7,13,5,21,26,4,12,19,32,51,60,5,16,28,8,20,29,2,18,43,14,45,60,16,43,60,27,50,60
萬大路４２３巷３８號十一樓之１,0,0,0,2,4,7,4,7,11,0,1,2,2,4,9,0,2,6,0,0,1,4,13,23,2,3,8,10,31,42,5,19,33,2,8,13
指南路三段１４巷１６號二樓,0,0,3,1,1,6,1,2,14,5,16,21,8,11,20,0,1,1,0,0,0,2,3,17,0,1,25,8,24,60,1,10,38,1,1,8
興隆路一段１８４巷２弄５號二樓,1,2,11,2,9,23,2,12,42,1,11,60,0,5,46,2,2,14,1,2,14,5,14,60,2,11,60,13,39,60,8,30,60,2,6,60
汀州路三段２２１號六樓之１,1,2,2,2,4,5,2,7,10,17,60,60,3,15,21,1,3,5,4,6,8,2,5,12,7,14,18,8,37,60,6,34,53,6,11,18
指南路三段２７號三樓,0,0,3,1,1,6,1,2,13,2,15,20,8,11,20,0,0,1,0,0,0,1,2,17,0,1,24,9,22,60,0,6,37,1,1,8
恆光街１７巷１１之１號二樓,0,0,7,1,2,10,0,5,23,2,17,41,1,8,31,1,1,4,0,0,4,5,11,30,0,3,39,9,29,60,5,20,60,3,5,27
牯嶺街１５７號三樓,0,1,4,1,4,12,2,6,15,0,13,22,4,12,28,1,7,8,0,3,7,5,16,28,1,12,26,13,35,60,12,44,60,1,27,42
木柵路二段５４巷２號,0,0,9,1,1,15,4,7,32,1,3,48,3,7,33,0,1,9,0,0,7,1,10,56,3,5,52,14,27,60,5,20,60,2,6,60
金山南路二段１８８號十一樓,1,4,5,1,2,13,2,10,17,17,23,32,6,17,37,0,2,5,4,14,14,6,21,31,7,25,38,11,55,60,20,55,60,6,36,43
羅斯福路二段３３號五樓之２,1,3,4,0,9,12,2,8,16,4,23,27,3,22,35,0,4,5,1,11,14,6,19,28,5,22,38,7,49,60,22,52,60,19,30,39
新生南路一段１４５巷１３號四樓,1,3,5,4,4,10,2,7,10,1,24,39,3,16,28,0,2,9,3,12,30,2,18,27,7,23,42,11,38,60,9,35,60,8,22,51
忠誠路一段８８號十五樓,0,1,5,1,1,15,1,7,22,1,2,55,0,2,31,1,3,13,2,6,21,7,17,56,6,12,39,9,29,60,6,32,60,29,36,60
中山北路六段１９５巷１５號九樓之１,0,2,6,1,1,15,1,6,22,1,3,52,0,3,29,2,3,11,3,6,19,4,23,56,3,14,45,10,27,60,6,28,60,2,51,60
通河東街一段６巷１２號二樓,0,1,8,0,4,24,1,4,22,0,2,35,1,4,32,2,7,48,1,10,33,2,7,60,0,6,60,6,27,60,4,11,60,1,5,60
芝玉路一段２２２號六樓之２,0,0,4,0,2,14,1,8,22,0,4,52,2,5,29,0,1,11,1,3,18,4,16,48,0,1,34,4,16,60,7,21,60,28,34,60
忠誠路二段１７０號四樓,0,0,4,0,0,11,4,7,22,3,5,55,3,7,28,1,2,8,3,5,12,7,20,49,0,0,30,5,20,60,3,20,60,2,8,60
中山路４５號四樓之１,0,0,0,3,6,14,0,6,22,0,2,18,1,7,20,7,14,27,6,21,31,5,19,57,5,19,39,6,21,60,5,20,60,11,33,60
雙溪街１０２號四樓之１,1,2,5,0,1,15,2,6,23,1,2,48,0,3,30,1,2,17,0,4,23,3,10,59,9,19,41,8,35,60,10,31,60,5,55,60
中正路２２３巷５９號二樓,1,1,7,3,3,17,1,3,22,0,10,40,1,5,24,0,3,15,1,7,22,2,5,49,7,20,44,12,30,60,16,28,60,5,30,60
承德路四段５８巷４６弄２號四樓,1,1,8,0,2,23,2,2,22,0,10,45,0,2,31,4,7,44,1,9,34,3,7,59,2,7,58,11,23,60,5,11,60,1,6,60
克強路８號三樓,0,2,5,1,1,15,3,5,23,0,2,51,1,4,28,1,4,11,3,6,19,6,24,55,1,15,43,7,28,60,8,28,60,1,55,60
德行東路１８８號三樓,0,0,4,0,1,14,1,8,22,1,4,55,2,6,30,0,2,11,2,6,20,8,19,51,0,6,34,7,27,60,10,21,60,28,34,60
福港街３６號二樓,0,2,5,2,5,17,0,2,17,0,2,22,2,5,21,2,4,13,0,10,26,3,6,46,1,13,43,8,24,60,1,16,60,4,28,60
文林路７５８號八樓,1,2,6,0,1,15,1,4,24,1,2,51,0,2,29,2,3,17,2,5,24,2,10,60,8,15,46,9,25,60,3,25,60,2,26,60
中正路７０７巷１９之１號四樓,0,0,8,0,1,18,1,2,23,0,0,32,1,2,43,2,2,31,4,4,36,3,7,60,0,3,60,4,15,60,1,8,60,3,4,60
社子街１１２巷１５號三樓,0,0,7,1,1,21,2,2,18,0,0,20,1,2,38,2,2,27,1,4,37,3,6,60,1,1,58,4,12,60,4,6,60,1,4,60
奇岩路２０１巷７號四樓,0,2,7,0,2,12,1,1,18,0,15,32,1,2,19,0,3,12,0,1,3,2,7,47,0,10,30,7,34,60,1,8,57,0,3,60
稻香路１３５巷２２號三樓,0,1,5,0,1,4,0,3,12,3,3,24,0,3,9,0,2,7,0,0,0,2,6,22,2,4,18,4,11,60,0,3,27,0,1,27
樂業街１５９巷５４號二樓,2,2,15,1,2,29,0,2,39,1,19,60,1,5,58,2,6,59,1,3,60,7,14,60,5,11,60,9,34,60,9,25,60,2,10,60
樂業街１７２號五樓,1,2,15,1,2,27,1,2,39,1,16,60,1,5,59,3,5,55,1,3,60,5,14,60,3,11,60,13,31,60,7,22,60,2,5,60
興隆路三段３０４巷３２之９號四樓,1,1,9,0,4,19,0,10,30,6,12,60,1,4,37,0,2,9,0,0,7,0,7,50,4,7,56,3,17,60,4,16,60,1,18,60
羅斯福路六段２８５號八樓之２,1,2,10,4,5,21,3,8,39,3,14,60,1,5,42,0,2,13,0,1,14,5,13,60,9,14,60,8,29,60,23,30,60,11,13,60
政大三街３５號四樓之６,0,0,3,1,1,6,1,2,12,1,14,20,5,11,18,0,0,1,0,0,0,1,2,16,0,1,24,7,21,60,0,5,37,0,1,8
秀明路一段１３０號六樓,0,2,5,0,2,10,2,5,22,3,14,44,2,7,28,0,1,4,0,0,1,3,11,29,0,8,34,4,28,60,6,26,60,0,6,28
